School Type,Campus Name,District Name,Total Score,Overall Grade,County Name,NCESSCH,LAT,LONG,ZIP
HIGH,ANTHONY H S,ANTHONY ISD,52.7,C+,EL PASO,480843000212,31.993119,-106.598429,79821
MIDDLE,ANTHONY MIDDLE,CYPRESS-FAIRBANKS ISD,53.5,B,HARRIS,480843008550,31.993034,-106.600332,79821
MIDDLE,ANTHONY MIDDLE,ANTHONY ISD,47.9,B-,EL PASO,480843008550,31.993034,-106.600332,79821
ELEMENTARY,ANTON SCHOOL,ANTON ISD,24.2,F,HOCKLEY,480846000214,33.815354,-102.16332,79313
HIGH,ANTON SCHOOL,ANTON ISD,42,D,HOCKLEY,480846000214,33.815354,-102.16332,79313
MIDDLE,ANTON SCHOOL,ANTON ISD,26.2,D-,HOCKLEY,480846000214,33.815354,-102.16332,79313
MIDDLE,ANTONIO GONZALEZ MIDDLE,UNITED ISD,46,B-,WEBB,484365009420,27.500337,-99.435039,78046
ELEMENTARY,AOY EL,EL PASO ISD,47.4,C+,EL PASO,481830001662,31.751699,-106.481816,79901
MIDDLE,APOLLO J H,RICHARDSON ISD,49.7,B,DALLAS,483702004122,32.952088,-96.695146,75081
ELEMENTARY,APPLE SPRINGS EL,APPLE SPRINGS ISD,31.7,D-,TRINITY,480849000215,31.225043,-94.970697,75926
MIDDLE,APPLIED LEARNING ACAD,FORT WORTH ISD,47.8,B-,TARRANT,481970005388,32.720577,-97.437861,76116
ELEMENTARY,AQUILLA SCHOOL,AQUILLA ISD,57.4,B,HILL,480852000218,31.854315,-97.218565,76622
HIGH,AQUILLA SCHOOL,AQUILLA ISD,77.3,A,HILL,480852000218,31.854315,-97.218565,76622
MIDDLE,AQUILLA SCHOOL,AQUILLA ISD,59.3,B+,HILL,480852000218,31.854315,-97.218565,76622
MIDDLE,ARAGON MIDDLE,CYPRESS-FAIRBANKS ISD,64.4,A-,HARRIS,481611008602,29.904225,-95.666474,77095
HIGH,ARANSAS PASS H S,ARANSAS PASS ISD,51.2,C,SAN PATRICIO,480858000224,27.913187,-97.167905,78336
ELEMENTARY,ARAPAHO CLASSICAL MAGNET,RICHARDSON ISD,67.8,A-,DALLAS,483702004123,32.961627,-96.763452,75080
MIDDLE,ARBOR CREEK MIDDLE,LEWISVILLE ISD,55.6,B+,DENTON,482730016940,33.034888,-96.873256,75010
ELEMENTARY,ARCADIA PARK EL,DALLAS ISD,57.9,B,DALLAS,481623001209,32.758932,-96.910645,75211
ELEMENTARY,ARCHER CITY EL,ARCHER CITY ISD,61.9,B+,ARCHER,480861000228,33.588254,-98.631351,76351
HIGH,ARCHER CITY H S,ARCHER CITY ISD,62.1,B,ARCHER,480861000229,33.589093,-98.630853,76351
MIDDLE,ARCHER CITY H S,ARCHER CITY ISD,59.7,B+,ARCHER,480861000229,33.589093,-98.630853,76351
ELEMENTARY,ARDEN ROAD EL,CANYON ISD,66.1,A-,RANDALL,481281006372,35.129377,-101.91466,79109
HIGH,ARGYLE H S,ARGYLE ISD,71.2,A-,DENTON,480867008769,33.107328,-97.185415,76226
ELEMENTARY,ARGYLE INT,ARGYLE ISD,70,A,DENTON,480867012249,33.124741,-97.187074,76226
MIDDLE,ARGYLE MIDDLE,ARGYLE ISD,62.4,A-,DENTON,480867008200,33.073248,-97.208758,76226
ELEMENTARY,ARISTOI CLASSICAL ACADEMY,ARISTOI CLASSICAL ACADEMY,42.3,C-,HARRIS,480001907303,29.797051,-95.822066,77493
MIDDLE,ARISTOI CLASSICAL UPPER SCHOOL,ARISTOI CLASSICAL ACADEMY,44.2,C+,HARRIS,480001913071,29.81825,-95.816521,77493
ELEMENTARY,ARIZONA FLEMING EL,FORT BEND ISD,36.7,D,FORT BEND,481965016956,29.677435,-95.650517,77083
MIDDLE,ARLINGTON CLASSICS ACADEMY - MIDDLE,ARLINGTON CLASSICS ACADEMY,61.5,A-,TARRANT,480015812533,32.662816,-97.151006,76017
ELEMENTARY,ARLINGTON CLASSICS ACADEMY -INTERMEDIATE,ARLINGTON CLASSICS ACADEMY,64.3,B+,TARRANT,480015812532,32.706241,-97.153413,76016
HIGH,ARLINGTON H S,ARLINGTON ISD,57.1,B-,TARRANT,480870000232,32.720445,-97.116178,76013
HIGH,ARLINGTON HEIGHTS H S,FORT WORTH ISD,40.9,D,TARRANT,481970001830,32.731603,-97.385793,76107
ELEMENTARY,ARLON R SEAY EL,COMAL ISD,45.1,C,COMAL,481473007227,29.795137,-98.433564,78070
ELEMENTARY,ARLYNE & ALAN WEBER EL,CLEAR CREEK ISD,59.3,B+,GALVESTON,481428009249,29.569861,-95.223143,77089
ELEMENTARY,ARMAND BAYOU EL,CLEAR CREEK ISD,58.2,B,GALVESTON,481428000901,29.593728,-95.114462,77059
ELEMENTARY,ARMANDO CERNA EL,EAGLE PASS ISD,62.6,B+,MAVERICK,481773012546,28.726595,-100.471477,78852
MIDDLE,ARMANDO CHAPA MIDDLE,HAYS CISD,32.3,D,HAYS,480001010804,30.020977,-97.83298,78640
MIDDLE,ARMANDO CUELLAR MIDDLE,WESLACO ISD,40.3,C,HIDALGO,484496021356,26.148699,-97.981112,78596
MIDDLE,ARMENDARIZ MIDDLE,EL PASO ISD,32,D,EL PASO,481830007881,31.780617,-106.471928,79930
ELEMENTARY,ARMSTRONG EL,HIGHLAND PARK ISD,72.8,A,DALLAS,481500000999,30.295283,-95.458905,77301
ELEMENTARY,ARMSTRONG EL,CONROE ISD,43.2,C,MONTGOMERY,481500000999,30.295283,-95.458905,77301
MIDDLE,ARMSTRONG MIDDLE,PLANO ISD,47.4,B-,COLLIN,483510003955,33.02156,-96.659223,75074
ELEMENTARY,ARNOLD EL,SAN ANTONIO ISD,37.1,D,BEXAR,483873004323,29.49153,-98.537051,78213
MIDDLE,ARNOLD MIDDLE,CYPRESS-FAIRBANKS ISD,60,A-,HARRIS,481611001177,29.939217,-95.650977,77429
ELEMENTARY,ARNOLDO CANTU SR EL,PHARR-SAN JUAN-ALAMO ISD,56.3,B,HIDALGO,483486004738,26.223549,-98.148267,78589
ELEMENTARY,ARP EL,ARP ISD,40.1,C-,SMITH,480873000269,32.236853,-95.070148,75750
HIGH,ARP H S,ARP ISD,64.1,B+,SMITH,480873000270,32.229632,-95.059236,75750
MIDDLE,ARP J H,ARP ISD,49.9,B,SMITH,480873006068,32.228738,-95.056881,75750
ELEMENTARY,ARROW ACADEMY - CHAMPIONS ACADEMY,ARROW ACADEMY,69.1,A,HARRIS,480141613152,30.002735,-95.458363,77090
ELEMENTARY,ARROW ACADEMY - LIBERATION ACADEMY,ARROW ACADEMY,54.8,B,FORT BEND,480141612563,29.648509,-95.580292,77477
ELEMENTARY,ART AND PAT GOFORTH EL,CLEAR CREEK ISD,50.8,B-,GALVESTON,481428008573,29.510357,-95.06228,77573
ELEMENTARY,ARTHUR H MCNEIL EL,MCKINNEY ISD,40.4,C-,COLLIN,482985008487,33.161773,-96.664581,75070
ELEMENTARY,ARTHUR KRAMER EL,DALLAS ISD,54.5,B,DALLAS,481623006681,32.90162,-96.783571,75230
MIDDLE,ARTHUR L DAVILA MIDDLE,BRYAN ISD,32.3,D,BRAZOS,481179011155,30.717791,-96.409109,77803
MIDDLE,ARTIE L HENRY MIDDLE,LEANDER ISD,68.5,A,WILLIAMSON,482703009439,30.521626,-97.788545,78613
ELEMENTARY,ARTURO SALAZAR EL,DALLAS ISD,56.8,B,DALLAS,481623010571,32.733333,-96.868464,75211
ELEMENTARY,ASA E LOW JR INT,MANSFIELD ISD,61.9,B+,TARRANT,482892011532,32.597297,-97.126893,76063
ELEMENTARY,ASCARATE EL,YSLETA ISD,39.8,D+,EL PASO,484668005306,31.75346,-106.39281,79915
ELEMENTARY,ASCHER SILBERSTEIN EL,DALLAS ISD,56.2,B,DALLAS,481623001356,32.767656,-96.719843,75227
ELEMENTARY,ASHBEL SMITH EL,GOOSE CREEK CISD,34.2,D,HARRIS,482115002106,29.732959,-94.96105,77520
ELEMENTARY,ASHFORD EL,HOUSTON ISD,24.2,F,HARRIS,482364002389,29.746776,-95.597539,77077
ELEMENTARY,ASHLEY EL,FRISCO ISD,75,A+,COLLIN,482001010500,33.170021,-96.737959,75035
ELEMENTARY,ASHWORTH EL,ARLINGTON ISD,56.6,B,TARRANT,480870007433,32.636916,-97.103489,76002
ELEMENTARY,ASKEW EL,HOUSTON ISD,40.4,C-,HARRIS,482364002390,29.751909,-95.577046,77077
ELEMENTARY,ASPERMONT EL,ASPERMONT ISD,44.5,C,STONEWALL,480000600274,33.138486,-100.222478,79502
HIGH,ASPERMONT H S,ASPERMONT ISD,59.4,B,STONEWALL,480000600275,33.138486,-100.222478,79502
MIDDLE,ASPERMONT H S,ASPERMONT ISD,43.9,C+,STONEWALL,480000600275,33.138486,-100.222478,79502
HIGH,ATASCOCITA H S,HUMBLE ISD,43.7,D+,HARRIS,482391010753,29.979582,-95.171379,77346
MIDDLE,ATASCOCITA MIDDLE,HUMBLE ISD,43,C+,HARRIS,482391005877,29.993153,-95.160741,77346
ELEMENTARY,ATASCOCITA SPRINGS EL,HUMBLE ISD,52.7,B-,HARRIS,482391012368,29.965243,-95.184124,77346
HIGH,ATHENS H S,ATHENS ISD,47.8,C-,HENDERSON,480887000277,32.200569,-95.845354,75751
MIDDLE,ATHENS MIDDLE,ATHENS ISD,42.1,C+,HENDERSON,480887000278,32.158457,-95.838224,75751
ELEMENTARY,ATHERTON EL,HOUSTON ISD,59.1,B+,HARRIS,480870000233,32.695865,-97.075294,76014
ELEMENTARY,ATHERTON EL,ARLINGTON ISD,41.2,C-,TARRANT,480870000233,32.695865,-97.075294,76014
MIDDLE,ATKINS MIDDLE,LUBBOCK ISD,24.8,F,LUBBOCK,482850010894,33.544078,-101.861097,79412
ELEMENTARY,ATKINSON EL,PASADENA ISD,52.1,B-,HARRIS,483432003817,29.60862,-95.2398,77075
ELEMENTARY,ATLANTA EL,ATLANTA ISD,56.7,B,CASS,480888000283,33.118268,-94.150139,75551
HIGH,ATLANTA H S,ATLANTA ISD,47.7,C-,CASS,480888000284,33.121968,-94.145724,75551
MIDDLE,ATLANTA MIDDLE,ATLANTA ISD,42.3,C+,CASS,480888000285,33.107687,-94.179062,75551
MIDDLE,ATTUCKS MIDDLE,HOUSTON ISD,17.5,F,HARRIS,482364002392,29.668966,-95.363625,77051
ELEMENTARY,ATWOOD MCDONALD EL,FORT WORTH ISD,27.5,F,TARRANT,481970001878,32.751914,-97.207937,76112
HIGH,AUBREY H S,AUBREY ISD,62.2,B,DENTON,480891000288,33.297756,-96.980578,76227
MIDDLE,AUBREY MIDDLE,AUBREY ISD,56,B+,DENTON,480891007267,33.305899,-96.98073,76227
ELEMENTARY,AUDELIA CREEK EL,RICHARDSON ISD,30.3,D-,DALLAS,483702009605,32.91966,-96.715588,75243
MIDDLE,AUDIE MURPHY MIDDLE,KILLEEN ISD,47.3,B-,BELL,482566010403,31.147699,-97.834922,76544
MIDDLE,AUDIE MURPHY MIDDLE,PHARR-SAN JUAN-ALAMO ISD,35,D+,HIDALGO,482566010403,31.147699,-97.834922,76544
ELEMENTARY,AUDRE AND BERNARD RAPOPORT ACADEMY,RAPOPORT ACADEMY PUBLIC SCHOOL,35,D,MCLENNAN,480004207989,31.582112,-97.134808,76704
ELEMENTARY,AUE EL,NORTHSIDE ISD,61.8,B+,BEXAR,483312011468,29.672767,-98.646962,78255
ELEMENTARY,AUGUSTO GUERRA EL,PHARR-SAN JUAN-ALAMO ISD,48,C+,HIDALGO,483486009301,26.201606,-98.115269,78516
ELEMENTARY,AULT EL,CYPRESS-FAIRBANKS ISD,60.7,B+,HARRIS,481611016970,29.998038,-95.744474,77429
MIDDLE,AUSTIN ACAD FOR EXCELL,GARLAND ISD,69.9,A,DALLAS,482034002008,32.897667,-96.6161,75040
MIDDLE,AUSTIN ACHIEVE PUBLIC SCHOOLS,AUSTIN ACHIEVE PUBLIC SCHOOLS,40.1,C,TRAVIS,480143112775,30.307615,-97.67991,78723
ELEMENTARY,AUSTIN DISCOVERY SCH,AUSTIN DISCOVERY SCHOOL,40.5,C-,TRAVIS,480026511056,30.267791,-97.635006,78724
MIDDLE,AUSTIN DISCOVERY SCH,AUSTIN DISCOVERY SCHOOL,42.1,C+,TRAVIS,480026511056,30.267791,-97.635006,78724
ELEMENTARY,AUSTIN EL,COPPELL ISD,57.9,B,DALLAS,480744000012,32.420378,-99.77398,79605
ELEMENTARY,AUSTIN EL,MESQUITE ISD,54.2,B,DALLAS,480744000012,32.420378,-99.77398,79605
ELEMENTARY,AUSTIN EL,ABILENE ISD,53,B-,TAYLOR,480744000012,32.420378,-99.77398,79605
ELEMENTARY,AUSTIN EL,HARLINGEN CISD,48.4,C+,CAMERON,480744000012,32.420378,-99.77398,79605
ELEMENTARY,AUSTIN EL,CONROE ISD,46.9,C+,MONTGOMERY,480744000012,32.420378,-99.77398,79605
ELEMENTARY,AUSTIN EL,PAMPA ISD,46.5,C+,GRAY,480744000012,32.420378,-99.77398,79605
ELEMENTARY,AUSTIN EL,WEATHERFORD ISD,40.1,C-,PARKER,480744000012,32.420378,-99.77398,79605
ELEMENTARY,AUSTIN EL,GREGORY-PORTLAND ISD,39.9,D+,SAN PATRICIO,480744000012,32.420378,-99.77398,79605
ELEMENTARY,AUSTIN EL,MEMPHIS ISD,38.9,D+,HALL,480744000012,32.420378,-99.77398,79605
ELEMENTARY,AUSTIN EL,DAYTON ISD,38.4,D+,LIBERTY,480744000012,32.420378,-99.77398,79605
ELEMENTARY,AUSTIN EL,SAN ANGELO ISD,36.6,D,TOM GREEN,480744000012,32.420378,-99.77398,79605
ELEMENTARY,AUSTIN ELEM,EDINBURG CISD,73.4,A+,HIDALGO,481818001635,26.302203,-98.151069,78539
HIGH,AUSTIN H S,AUSTIN ISD,55.2,B-,TRAVIS,480894000294,30.274013,-97.767439,78703
HIGH,AUSTIN H S,EL PASO ISD,42.5,D+,EL PASO,480894000294,30.274013,-97.767439,78703
HIGH,AUSTIN H S,HOUSTON ISD,40.6,D,HARRIS,480894000294,30.274013,-97.767439,78703
MIDDLE,AUSTIN MIDDLE,GALVESTON ISD,73.4,A+,GALVESTON,480813000143,35.186306,-101.860139,79109
MIDDLE,AUSTIN MIDDLE,AMARILLO ISD,45.4,B-,POTTER,480813000143,35.186306,-101.860139,79109
MIDDLE,AUSTIN MIDDLE,PHARR-SAN JUAN-ALAMO ISD,40.2,C,HIDALGO,480813000143,35.186306,-101.860139,79109
MIDDLE,AUSTIN MIDDLE,IRVING ISD,35.4,C-,DALLAS,480813000143,35.186306,-101.860139,79109
ELEMENTARY,AUSTIN MONTESSORI MAGNET,ECTOR COUNTY ISD,45.5,C,ECTOR,481800001567,31.851659,-102.373909,79761
ELEMENTARY,AUSTIN PARKWAY EL,FORT BEND ISD,66.2,A-,FORT BEND,481965006699,29.57565,-95.583668,77479
ELEMENTARY,AVALON SCHOOL,AVALON ISD,42,C-,ELLIS,480903000374,32.205326,-96.791374,76623
HIGH,AVALON SCHOOL,AVALON ISD,46.8,C-,ELLIS,480903000374,32.205326,-96.791374,76623
MIDDLE,AVALON SCHOOL,AVALON ISD,43.9,C+,ELLIS,480903000374,32.205326,-96.791374,76623
ELEMENTARY,AVERY EL,AVERY ISD,37.6,D+,RED RIVER,480906000375,33.551806,-94.786322,75554
HIGH,AVERY H S,AVERY ISD,58.8,B-,RED RIVER,480906000376,33.552444,-94.786687,75554
ELEMENTARY,AVINGER SCHOOL,AVINGER ISD,25,F,CASS,480909000378,32.902233,-94.561797,75630
HIGH,AVINGER SCHOOL,AVINGER ISD,53.6,C+,CASS,480909000378,32.902233,-94.561797,75630
MIDDLE,AVINGER SCHOOL,AVINGER ISD,26.9,D-,CASS,480909000378,32.902233,-94.561797,75630
ELEMENTARY,AVONDALE EL,AMARILLO ISD,56.5,B,POTTER,480813000144,35.199266,-101.893758,79106
ELEMENTARY,AXTELL EL,AXTELL ISD,59.1,B+,MCLENNAN,480915000379,31.65895,-96.974091,76624
HIGH,AXTELL H S,AXTELL ISD,49.2,C,MCLENNAN,480915000380,31.650078,-96.976403,76624
MIDDLE,AXTELL MIDDLE SCHOOL,AXTELL ISD,36.8,C-,MCLENNAN,480915008982,31.65877,-96.973346,76624
ELEMENTARY,AZLE EL,AZLE ISD,37.7,D+,TARRANT,480920000381,32.895613,-97.543102,76020
HIGH,AZLE H S,AZLE ISD,61.9,B,TARRANT,480920000382,32.914093,-97.541433,76020
MIDDLE,AZLE J H SOUTH,AZLE ISD,45.3,B-,TARRANT,480920000383,32.892255,-97.530381,76020
ELEMENTARY,B B OWEN EL,LEWISVILLE ISD,51.7,B-,DENTON,482730006442,33.106515,-96.867017,75056
HIGH,B F TERRY H S,LAMAR CISD,51.8,C,FORT BEND,482658005534,29.544113,-95.772919,77471
MIDDLE,B G HUDSON MIDDLE,GARLAND ISD,52.2,B,DALLAS,482034000511,32.959025,-96.581342,75048
ELEMENTARY,B H HAMBLEN EL,CHANNELVIEW ISD,51.3,B-,HARRIS,481359007310,29.794077,-95.142254,77530
ELEMENTARY,B H MACON EL,DALLAS ISD,48.7,C+,DALLAS,481623001310,32.722778,-96.673253,75217
MIDDLE,B L GARZA MIDDLE SCHOOL,EDINBURG CISD,51.5,B,HIDALGO,481818008285,26.318626,-98.198802,78539
MIDDLE,B L GRAY J H,SHARYLAND ISD,72.6,A+,HIDALGO,483993004530,26.159295,-98.303966,78572
ELEMENTARY,B MCDANIEL INT,DENISON ISD,49.7,C+,GRAYSON,481671013045,33.75405,-96.580705,75020
MIDDLE,B T WILSON SIXTH GRADE SCHOOL,KERRVILLE ISD,43.2,C+,KERR,482559001629,30.045901,-99.13303,78028
ELEMENTARY,BACK EL,GARLAND ISD,47.2,C+,DALLAS,482034005993,32.925476,-96.573299,75088
ELEMENTARY,BAGDAD EL,LEANDER ISD,39.8,D+,WILLIAMSON,482703008416,30.579271,-97.879135,78641
ELEMENTARY,BAILEY EL,PASADENA ISD,55.5,B,HARRIS,483432003818,29.671767,-95.196831,77502
ELEMENTARY,BAILEY INT,NORTH LAMAR ISD,47.6,C+,LAMAR,483301007671,33.692928,-95.545623,75460
MIDDLE,BAILEY J H,ARLINGTON ISD,56.5,B+,TARRANT,480870000234,32.718489,-97.148057,76013
MIDDLE,BAILEY M S,AUSTIN ISD,49.5,B,TRAVIS,480894005486,30.16443,-97.872317,78739
ELEMENTARY,BAIRD EL,BAIRD ISD,41.3,C-,CALLAHAN,480928006360,32.398303,-99.398036,79504
ELEMENTARY,BAKER EL,CANADIAN ISD,59,B+,HEMPHILL,481270000765,35.90749,-100.382909,79014
MIDDLE,BAKER MIDDLE,CORPUS CHRISTI ISD,48.3,B-,NUECES,481527001040,27.740094,-97.395355,78411
ELEMENTARY,BAKER-KOONCE INT,CARTHAGE ISD,41,C-,PANOLA,481311000811,32.159787,-94.343431,75633
ELEMENTARY,BAKER-RIPLEY CHARTER SCHOOL,PROMISE COMMUNITY SCHOOL,47.5,C+,HARRIS,480024012196,29.710556,-95.497571,77074
ELEMENTARY,BALDWIN EL,AUSTIN ISD,64.1,B+,TRAVIS,480894011064,30.18533,-97.922011,78739
HIGH,BALL H S,GALVESTON ISD,40.4,D,GALVESTON,482028001996,29.287518,-94.811617,77550
ELEMENTARY,BALLINGER EL,BALLINGER ISD,36.8,D,RUNNELS,480930000388,31.746349,-99.962603,76821
HIGH,BALLINGER H S,BALLINGER ISD,45.6,C-,RUNNELS,480930000389,31.750912,-99.974986,76821
MIDDLE,BALLINGER J H,BALLINGER ISD,34.6,D+,RUNNELS,480930000390,31.75098,-99.97496,76821
ELEMENTARY,BALMORHEA SCHOOL,BALMORHEA ISD,28.1,F,REEVES,480933000392,30.983132,-103.746181,79718
HIGH,BALMORHEA SCHOOL,BALMORHEA ISD,53.2,C+,REEVES,480933000392,30.983132,-103.746181,79718
MIDDLE,BALMORHEA SCHOOL,BALMORHEA ISD,30.4,D,REEVES,480933000392,30.983132,-103.746181,79718
ELEMENTARY,BAMMEL EL,SPRING ISD,36.2,D,HARRIS,484122004710,30.021728,-95.448171,77090
MIDDLE,BAMMEL MIDDLE,SPRING ISD,15.4,F,HARRIS,484122009633,30.003115,-95.444149,77090
HIGH,BANDERA H S,BANDERA ISD,46,C-,BANDERA,480936000395,29.733238,-99.061605,78003
MIDDLE,BANDERA MIDDLE,BANDERA ISD,37.7,C-,BANDERA,480936000396,29.726081,-99.076299,78003
ELEMENTARY,BANE EL,CYPRESS-FAIRBANKS ISD,27.1,F,HARRIS,481611001179,29.853407,-95.527453,77040
ELEMENTARY,BANG EL,CYPRESS-FAIRBANKS ISD,42.3,C-,HARRIS,481611021033,29.902389,-95.573333,77064
HIGH,BANGS H S,BANGS ISD,51.8,C,BROWN,480939000398,31.718139,-99.129347,76823
MIDDLE,BANGS MIDDLE,BANGS ISD,45.4,B-,BROWN,480939005402,31.7184,-99.13038,76823
ELEMENTARY,BANQUETE EL,BANQUETE ISD,61.2,B+,NUECES,480941000399,27.806139,-97.795929,78339
HIGH,BANQUETE H S,BANQUETE ISD,58.4,B-,NUECES,480941000400,27.808016,-97.791141,78339
MIDDLE,BANQUETE J H,BANQUETE ISD,57.9,B+,NUECES,480941000401,27.805366,-97.795933,78339
ELEMENTARY,BANUELOS EL,GOOSE CREEK CISD,46.6,C+,HARRIS,482115013012,29.812026,-94.986416,77521
ELEMENTARY,BARANOFF EL,AUSTIN ISD,66.1,A-,TRAVIS,480894008393,30.15406,-97.85202,78748
ELEMENTARY,BARBARA BUSH EL,GRAND PRAIRIE ISD,43.6,C,DALLAS,482142007576,32.702443,-96.996977,75052
ELEMENTARY,BARBARA COCKRELL EL,PEARLAND ISD,59.5,B+,BRAZORIA,483444011483,29.581547,-95.27612,77581
ELEMENTARY,BARBARA FASKEN EL,UNITED ISD,61.9,B+,WEBB,483057013087,32.043787,-102.173334,79707
ELEMENTARY,BARBARA FASKEN EL,MIDLAND ISD,51.5,B-,MIDLAND,483057013087,32.043787,-102.173334,79707
ELEMENTARY,BARBARA JORDAN EL,FORT BEND ISD,53.7,B-,FORT BEND,481623001246,32.706298,-96.841106,75224
ELEMENTARY,BARBARA JORDAN EL,ECTOR COUNTY ISD,37.8,D+,ECTOR,481623001246,32.706298,-96.841106,75224
ELEMENTARY,BARBARA JORDAN EL,DALLAS ISD,31.7,D-,DALLAS,481623001246,32.706298,-96.841106,75224
ELEMENTARY,BARBARA JORDAN INT,SCHERTZ-CIBOLO-U CITY ISD,54.4,B,GUADALUPE,483948007899,29.575651,-98.251092,78108
ELEMENTARY,BARBARA WALKER EL,CRANDALL ISD,43.3,C,KAUFMAN,481551012027,32.691238,-96.452395,75126
ELEMENTARY,BARBARA YARBROUGH EL,MIDLAND ISD,38.5,D+,MIDLAND,483057013104,31.984457,-102.162904,79706
ELEMENTARY,BARBERS HILL EL NORTH,BARBERS HILL ISD,69.8,A,CHAMBERS,480945012941,29.844095,-94.837704,77580
ELEMENTARY,BARBERS HILL EL SOUTH,BARBERS HILL ISD,67.6,A-,CHAMBERS,480945012919,29.834114,-94.844898,77580
HIGH,BARBERS HILL H S,BARBERS HILL ISD,74.3,A-,CHAMBERS,480945000403,29.84301,-94.852027,77580
MIDDLE,BARBERS HILL MIDDLE NORTH,BARBERS HILL ISD,55.7,B+,CHAMBERS,480945013042,29.838315,-94.850404,77580
MIDDLE,BARBERS HILL MIDDLE SOUTH,BARBERS HILL ISD,67.3,A,CHAMBERS,480945012964,29.833485,-94.846999,77580
ELEMENTARY,BARKSDALE EL,PLANO ISD,68.8,A,COLLIN,483510007222,33.032394,-96.838999,75093
ELEMENTARY,BARNES EL,CORPUS CHRISTI ISD,56.4,B,NUECES,481527001837,27.668616,-97.347735,78414
MIDDLE,BARNETT J H,ARLINGTON ISD,45.8,B-,TARRANT,480870005335,32.649331,-97.071489,76018
ELEMENTARY,BARRETT EL,CROSBY ISD,42.8,C-,HARRIS,481575005683,29.88113,-95.04867,77532
ELEMENTARY,BARRICK EL,HOUSTON ISD,31.4,D-,HARRIS,482364002394,29.874763,-95.37041,77076
ELEMENTARY,BARRINGTON EL,AUSTIN ISD,33.5,D-,TRAVIS,480894000296,30.361193,-97.695633,78753
ELEMENTARY,BARRINGTON PLACE EL,FORT BEND ISD,67.2,A-,FORT BEND,481965006853,29.653795,-95.607788,77478
ELEMENTARY,BARRON EL,EL PASO ISD,47.9,C+,EL PASO,481830009230,31.934205,-106.411957,79934
ELEMENTARY,BARRON EL,PLANO ISD,44.8,C,COLLIN,481830009230,31.934205,-106.411957,79934
ELEMENTARY,BARROW EL,COLUMBIA-BRAZORIA ISD,36.7,D,BRAZORIA,481467009140,29.050989,-95.568523,77422
ELEMENTARY,BARTLETT SCHOOLS,BARTLETT ISD,34.7,D,BELL,480954000406,30.797106,-97.421818,76511
HIGH,BARTLETT SCHOOLS,BARTLETT ISD,50.4,C,BELL,480954000406,30.797106,-97.421818,76511
MIDDLE,BARTLETT SCHOOLS,BARTLETT ISD,36.7,C-,BELL,480954000406,30.797106,-97.421818,76511
ELEMENTARY,BARTON CREEK EL,EANES ISD,71.1,A,TRAVIS,481776021527,30.306848,-97.881012,78733
ELEMENTARY,BARTON EL,IRVING ISD,29.9,F,DALLAS,482442002715,32.822737,-96.986366,75061
ELEMENTARY,BARTON HILLS EL,AUSTIN ISD,69.3,A,TRAVIS,480894000297,30.254391,-97.783394,78704
MIDDLE,BARWISE MIDDLE,WICHITA FALLS ISD,41,C,WICHITA,484578013133,33.872943,-98.531465,76308
ELEMENTARY,BASKIN EL,SAN ANTONIO ISD,44.9,C,BEXAR,483873004324,29.48639,-98.561281,78201
MIDDLE,BASSETT MIDDLE,EL PASO ISD,31.8,D,EL PASO,481830005706,31.814976,-106.463665,79930
ELEMENTARY,BASSETTI EL,ABILENE ISD,51.3,B-,TAYLOR,480744002371,32.412456,-99.79734,79606
ELEMENTARY,BASSWOOD EL,KELLER ISD,60.6,B+,TARRANT,482526011970,32.870971,-97.310911,76137
ELEMENTARY,BASTIAN EL,HOUSTON ISD,35.6,D,HARRIS,482364002395,29.68012,-95.35242,77033
HIGH,BASTROP H S,BASTROP ISD,38.5,D-,BASTROP,480957000409,30.117982,-97.311598,78602
ELEMENTARY,BASTROP INT,BASTROP ISD,31.8,D-,BASTROP,480957005709,30.112573,-97.336018,78602
MIDDLE,BASTROP MIDDLE,BASTROP ISD,34.8,D+,BASTROP,480957000410,30.107417,-97.328812,78602
ELEMENTARY,BATESVILLE SCHOOL,UVALDE CISD,21.4,F,UVALDE,484372011429,28.957624,-99.619769,78829
ELEMENTARY,BATY EL,DEL VALLE ISD,31.7,D-,TRAVIS,481662006091,30.227016,-97.713072,78741
HIGH,BAY CITY H S,BAY CITY ISD,33.3,F,MATAGORDA,480963000412,28.980694,-95.985204,77414
MIDDLE,BAY CITY J H,BAY CITY ISD,41.6,C,MATAGORDA,480963000413,28.989489,-95.955937,77414
ELEMENTARY,BAY COLONY EL,DICKINSON ISD,53.6,B-,GALVESTON,481707008569,29.454144,-95.09483,77539
ELEMENTARY,BAY EL,CLEAR CREEK ISD,59,B+,GALVESTON,481428000902,29.565853,-95.023959,77568
ELEMENTARY,BAYLES EL,DALLAS ISD,31,D-,DALLAS,481623001212,32.800919,-96.706937,75228
ELEMENTARY,BAYLESS EL,LUBBOCK ISD,49.9,C+,LUBBOCK,482850010906,33.541132,-101.863404,79412
ELEMENTARY,BAYSHORE EL,LA PORTE ISD,54.8,B,HARRIS,482619002954,29.631528,-95.028772,77571
MIDDLE,BAYSIDE INT,CLEAR CREEK ISD,47,B-,GALVESTON,481428012409,29.508821,-95.022757,77573
MIDDLE,BAYTOWN J H,GOOSE CREEK CISD,36,C-,HARRIS,482115002107,29.778077,-95.032985,77520
