site_autoid,Longitude,Latitude,UTC,Parameter,Unit,Value,AQI,Category,SiteName,AgencyName,FullAQSCode,IntlAQSCode
1411,-106.3242,31.7864,2019-06-17T23:00,OZONE,PPB,,45,1,Ivanhoe C414,Texas Commission on Environmental Quality,481410029,840481410029
1412,-106.28774,31.66752,2019-06-17T23:00,OZONE,PPB,,45,1,Socorro Hueco C49,Texas Commission on Environmental Quality,481410057,840481410057
1413,-106.28774,31.66752,2019-06-17T23:00,PM2.5,UG/M3,,18,1,Socorro Hueco C49,Texas Commission on Environmental Quality,481410057,840481410057
1414,-106.0797,35.6198,2019-06-17T23:00,OZONE,PPB,,58,2,Santa Fe Airport,New Mexico Air Quality Bureau,350490021,840350490021
1415,-106.0797,35.6198,2019-06-17T23:00,PM2.5,UG/M3,,23,1,Santa Fe Airport,New Mexico Air Quality Bureau,350490021,840350490021
1416,-105.5833,36.3833,2019-06-17T23:00,PM2.5,UG/M3,,19,1,Taos Fire Station,New Mexico Air Quality Bureau,350550005,840350550005
1417,-104.2622,32.38,2019-06-17T23:00,OZONE,PPB,,80,2,Carlsbad,New Mexico Air Quality Bureau,350151005,840350151005
1418,-103.178101,29.3025,2019-06-17T23:00,OZONE,PPB,,38,1,Big Bend  NP,National Park Service,480430101,840480430101
1419,-103.1233,32.7267,2019-06-17T23:00,PM2.5,UG/M3,,60,2,Hobbs Jefferson,New Mexico Air Quality Bureau,350250008,840350250008
1420,-103.1233,32.7267,2019-06-17T23:00,OZONE,PPB,,58,2,Hobbs Jefferson,New Mexico Air Quality Bureau,350250008,840350250008
1421,-102.334756,31.870253,2019-06-17T23:00,PM2.5,UG/M3,,40,1,Odessa Gonzales C1014,Texas Commission on Environmental Quality,481351014,840481351014
1422,-101.9083,35.2006,2019-06-17T23:00,PM2.5,UG/M3,,12,1,Amarillo Texas A&M C320,Texas Commission on Environmental Quality,483750320,840483750320
1423,-101.78698,33.5853,2019-06-17T23:00,PM2.5,UG/M3,,24,1,Lubbock 12th Street,Texas Commission on Environmental Quality,483031028,840483031028
1424,-101.6649,34.8803,2019-06-17T23:00,OZONE,PPB,,64,2,Palo Duro,EPA Office of Atmospheric Programs,483819991,840483819991
1425,-100.451155,28.704607,2019-06-17T23:00,PM2.5,UG/M3,,52,2,Eagle Pass C319,Texas Commission on Environmental Quality,483230004,840483230004
1426,-99.5333,27.5994,2019-06-17T23:00,PM2.5,UG/M3,,47,1,Laredo C313,Texas Commission on Environmental Quality,484790313,840484790313
1427,-98.9353,36.1589,2019-06-17T23:00,OZONE,PPB,,49,1,Seiling,Oklahoma Department of Environmental Quality,400430860,840400430860
1428,-98.9353,36.1589,2019-06-17T23:00,PM2.5,UG/M3,,18,1,Seiling,Oklahoma Department of Environmental Quality,400430860,840400430860
1429,-98.620003,29.514999,2019-06-17T23:00,OZONE,PPB,,58,2,San Antonio Northwest C23,Texas Commission on Environmental Quality,480290032,840480290032
1430,-98.620003,29.514999,2019-06-17T23:00,PM2.5,UG/M3,,12,1,San Antonio Northwest C23,Texas Commission on Environmental Quality,480290032,840480290032
1431,-98.580505,29.423933,2019-06-17T23:00,PM2.5,UG/M3,,19,1,San Antonio Old Hwy90 C677,Texas Commission on Environmental Quality,480290677,840480290677
1432,-98.565002,29.6322,2019-06-17T23:00,OZONE,PPB,,49,1,Camp Bullis C58,Texas Commission on Environmental Quality,480290052,840480290052
1433,-98.551396,29.332803,2019-06-17T23:00,PM2.5,UG/M3,,26,1,San Antonio Palo Alto C676,Texas Commission on Environmental Quality,480290676,840480290676
1434,-98.428802,34.632999,2019-06-17T23:00,OZONE,PPB,,67,2,Lawton North,Oklahoma Department of Environmental Quality,400310651,840400310651
1435,-98.428802,34.632999,2019-06-17T23:00,PM2.5,UG/M3,,18,1,Lawton North,Oklahoma Department of Environmental Quality,400310651,840400310651
1436,-98.39139,29.5294,2019-06-17T23:00,PM2.5,UG/M3,,17,1,San Antonio IH35 C1069,Texas Commission on Environmental Quality,480291069,840480291069
1437,-98.311699,29.275299,2019-06-17T23:00,OZONE,PPB,,67,2,Calaveras Lake C59,Texas Commission on Environmental Quality,480290059,840480290059
1438,-98.311699,29.275299,2019-06-17T23:00,PM2.5,UG/M3,,13,1,Calaveras Lake C59,Texas Commission on Environmental Quality,480290059,840480290059
1439,-98.29107,26.226226,2019-06-17T23:00,PM2.5,UG/M3,,51,2,Mission C43,Texas Commission on Environmental Quality,482150043,840482150043
1440,-97.9058,32.8686,2019-06-17T23:00,OZONE,PPB,,47,1,Parker County C76,Texas Commission on Environmental Quality,483670081,840483670081
1441,-97.8723,30.483168,2019-06-17T23:00,OZONE,PPB,,48,1,Audubon C38,Texas Commission on Environmental Quality,484530020,840484530020
1442,-97.8033,32.4419,2019-06-17T23:00,OZONE,PPB,,51,2,Granbury C73,Texas Commission on Environmental Quality,482210001,840482210001
1443,-97.760002,30.3542,2019-06-17T23:00,OZONE,PPB,,61,2,Austin Northwest C3,Texas Commission on Environmental Quality,484530014,840484530014
1444,-97.760002,30.3542,2019-06-17T23:00,PM2.5,UG/M3,,17,1,Austin Northwest C3,Texas Commission on Environmental Quality,484530014,840484530014
1445,-97.7508,35.4794,2019-06-17T23:00,OZONE,PPB,,50,1,Yukon,Oklahoma Department of Environmental Quality,400170101,840400170101
1446,-97.7131,30.2633,2019-06-17T23:00,PM2.5,UG/M3,,34,1,Austin Webberville Road C171,Texas Commission on Environmental Quality,484530021,840484530021
1447,-97.712501,26.200278,2019-06-17T23:00,OZONE,PPB,,24,1,Harlingen Teege C1023,Texas Commission on Environmental Quality,480611023,840480611023
1448,-97.69166,30.35386,2019-06-17T23:00,PM2.5,UG/M3,,33,1,Austin North Interstate 35 C1068,Texas Commission on Environmental Quality,484531068,840484531068
1449,-97.679734,31.088002,2019-06-17T23:00,OZONE,PPB,,43,1,Killeen C1047,Texas Commission on Environmental Quality,480271047,840480271047
1450,-97.577674,35.502968,2019-06-17T23:00,PM2.5,UG/M3,,18,1,Near Road OKC,Oklahoma Department of Environmental Quality,401090097,840401090097
1451,-97.5558,27.8333,2019-06-17T23:00,OZONE,PPB,,46,1,Corpus Christi Tuloso C21,Texas Commission on Environmental Quality,483550026,840483550026
1452,-97.4936,25.8925,2019-06-17T23:00,PM2.5,UG/M3,,31,1,Brownsville C80,Texas Commission on Environmental Quality,480610006,840480610006
1453,-97.4883,35.32,2019-06-17T23:00,OZONE,PPB,,58,2,Moore,Oklahoma Department of Environmental Quality,400270049,840400270049
1454,-97.4883,35.32,2019-06-17T23:00,PM2.5,UG/M3,,18,1,Moore,Oklahoma Department of Environmental Quality,400270049,840400270049
1455,-97.4764,32.9881,2019-06-17T23:00,OZONE,PPB,,58,2,Eagle Mountain Lake C75,Texas Commission on Environmental Quality,484390075,840484390075
1456,-97.474197,34.256901,2019-06-17T23:00,OZONE,PPB,,67,2,Healdton,Oklahoma Department of Environmental Quality,400190297,840400190297
1457,-97.474197,34.256901,2019-06-17T23:00,PM2.5,UG/M3,,18,1,Healdton,Oklahoma Department of Environmental Quality,400190297,840400190297
1458,-97.472198,35.612801,2019-06-17T23:00,OZONE,PPB,,54,2,North OKC,Oklahoma Department of Environmental Quality,401091037,840401091037
1459,-97.472198,35.612801,2019-06-17T23:00,PM2.5,UG/M3,,16,1,North OKC,Oklahoma Department of Environmental Quality,401091037,840401091037
1460,-97.4657,27.811814,2019-06-17T23:00,PM2.5,UG/M3,,23,1,Corpus Christi Dona Park C635,Texas Commission on Environmental Quality,483550034,840483550034
1461,-97.436748,32.353593,2019-06-17T23:00,OZONE,PPB,,101,3,Cleburne Airport C77,Texas Commission on Environmental Quality,482510003,840482510003
1462,-97.434247,27.765335,2019-06-17T23:00,OZONE,PPB,,46,1,Corpus Christi West C4,Texas Commission on Environmental Quality,483550025,840483550025
1463,-97.4314,27.8042,2019-06-17T23:00,PM2.5,UG/M3,,9,1,Corpus Christi Huisache C98,Texas Commission on Environmental Quality,483550032,840483550032
1464,-97.431158,31.122527,2019-06-17T23:00,OZONE,PPB,,49,1,Temple Georgia C1045,Texas Commission on Environmental Quality,480271045,840480271045
1465,-97.431158,31.122527,2019-06-17T23:00,PM2.5,UG/M3,,26,1,Temple Georgia C1045,Texas Commission on Environmental Quality,480271045,840480271045
1466,-97.356567,32.805818,2019-06-17T23:00,OZONE,PPB,,64,2,Ft. Worth Northwest C13,Texas Commission on Environmental Quality,484391002,840484391002
1467,-97.3414,32.7592,2019-06-17T23:00,PM2.5,UG/M3,,20,1,Haws Athletic Center C310,Texas Commission on Environmental Quality,484391006,840484391006
1468,-97.3022,35.4778,2019-06-17T23:00,OZONE,PPB,,45,1,Choctaw,Oklahoma Department of Environmental Quality,401090096,840401090096
1469,-97.2986,27.4269,2019-06-17T23:00,PM2.5,UG/M3,,25,1,Corpus Christi - National Seashore C314,Texas Commission on Environmental Quality,482730314,840482730314
1470,-97.282088,32.922498,2019-06-17T23:00,OZONE,PPB,,58,2,Keller C17,Texas Commission on Environmental Quality,484392003,840484392003
1471,-97.1933,33.1944,2019-06-17T23:00,OZONE,PPB,,47,1,Denton Airport South C56,Texas Commission on Environmental Quality,481210034,840481210034
1472,-97.1933,33.1944,2019-06-17T23:00,PM2.5,UG/M3,,21,1,Denton Airport South C56,Texas Commission on Environmental Quality,481210034,840481210034
1473,-97.1667,26.0733,2019-06-17T23:00,PM2.5,UG/M3,,34,1,Isla Blanca C323/C667,Texas Commission on Environmental Quality,480612004,840480612004
1474,-97.0886,32.6558,2019-06-17T23:00,OZONE,PPB,,126,3,Arlington Municipal Airport C61,Texas Commission on Environmental Quality,484393011,840484393011
1475,-97.081278,36.697189,2019-06-17T23:00,PM2.5,UG/M3,,11,1,Ponca City,Oklahoma Department of Environmental Quality,400710604,840400710604
1476,-97.0706,31.6531,2019-06-17T23:00,OZONE,PPB,,45,1,Waco C1037,Texas Commission on Environmental Quality,483091037,840483091037
1477,-97.0706,31.6531,2019-06-17T23:00,PM2.5,UG/M3,,20,1,Waco C1037,Texas Commission on Environmental Quality,483091037,840483091037
1478,-97.063705,32.98426,2019-06-17T23:00,OZONE,PPB,,50,1,Grapevine Fairway C70,Texas Commission on Environmental Quality,484393009,840484393009
1479,-97.026922,32.482081,2019-06-17T23:00,OZONE,PPB,,119,3,Midlothian OFW C52,Texas Commission on Environmental Quality,481390016,840481390016
1480,-97.026922,32.482081,2019-06-17T23:00,PM2.5,UG/M3,,27,1,Midlothian OFW C52,Texas Commission on Environmental Quality,481390016,840481390016
1481,-97.0056,28.8358,2019-06-17T23:00,OZONE,PPB,,54,2,Victoria C87,Texas Commission on Environmental Quality,484690003,840484690003
1482,-96.9437,33.4107,2019-06-17T23:00,OZONE,PPB,,46,1,Pilot Point C1032,Texas Commission on Environmental Quality,481211032,840481211032
1483,-96.8717,32.6767,2019-06-17T23:00,OZONE,PPB,,129,3,Dallas Redbird Airport C402,Texas Commission on Environmental Quality,481130087,840481130087
1484,-96.8711,32.1772,2019-06-17T23:00,OZONE,PPB,,44,1,Italy C1044,Texas Commission on Environmental Quality,481391044,840481391044
1485,-96.86,32.82,2019-06-17T23:00,OZONE,PPB,,90,2,Dallas Hinton St. C401/C161 [E],Texas Commission on Environmental Quality,481130069,840481130069
1486,-96.808498,32.919206,2019-06-17T23:00,OZONE,PPB,,64,2,Dallas North C63,Texas Commission on Environmental Quality,481130075,840481130075
1487,-96.7861,33.1325,2019-06-17T23:00,OZONE,PPB,,46,1,Frisco C31,Texas Commission on Environmental Quality,480850005,840480850005
1488,-96.4592,32.9361,2019-06-17T23:00,OZONE,PPB,,44,1,Rockwall Heath C69,Texas Commission on Environmental Quality,483970001,840483970001
1489,-96.3992,32.0319,2019-06-17T23:00,OZONE,PPB,,50,1,Corsicana C1051,Texas Commission on Environmental Quality,483491051,840483491051
1490,-96.3992,32.0319,2019-06-17T23:00,PM2.5,UG/M3,,0,1,Corsicana C1051,Texas Commission on Environmental Quality,483491051,840483491051
1491,-96.3608,36.1053,2019-06-17T23:00,OZONE,PPB,,43,1,Mannford,Oklahoma Department of Environmental Quality,400370144,840400370144
1492,-96.3175,32.565,2019-06-17T23:00,OZONE,PPB,,64,2,Kaufman C71,Texas Commission on Environmental Quality,482570005,840482570005
1493,-96.3175,32.565,2019-06-17T23:00,PM2.5,UG/M3,,24,1,Kaufman C71,Texas Commission on Environmental Quality,482570005,840482570005
1494,-96.115561,33.153077,2019-06-17T23:00,OZONE,PPB,,44,1,Greenville C1006/198,Texas Commission on Environmental Quality,482311006,840482311006
1495,-96.01243,36.35586,2019-06-17T23:00,OZONE,PPB,,44,1,Skiatook,Oklahoma Department of Environmental Quality,401130226,840401130226
1496,-96.0033,35.9525,2019-06-17T23:00,OZONE,PPB,,54,2,Glenpool,Oklahoma Department of Environmental Quality,401430174,840401430174
1497,-96.0033,35.9525,2019-06-17T23:00,PM2.5,UG/M3,,19,1,Glenpool,Oklahoma Department of Environmental Quality,401430174,840401430174
1498,-95.976402,36.206699,2019-06-17T23:00,OZONE,PPB,,54,2,Tulsa,Oklahoma Department of Environmental Quality,401431127,840401431127
1499,-95.976402,36.206699,2019-06-17T23:00,PM2.5,UG/M3,,18,1,Tulsa,Oklahoma Department of Environmental Quality,401431127,840401431127
1500,-95.794128,34.906082,2019-06-17T23:00,OZONE,PPB,,44,1,McAlester,Oklahoma Department of Environmental Quality,401210415,840401210415
1501,-95.794128,34.906082,2019-06-17T23:00,PM2.5,UG/M3,,18,1,McAlester,Oklahoma Department of Environmental Quality,401210415,840401210415
1502,-95.7636,36.1336,2019-06-17T23:00,OZONE,PPB,,47,1,Lynn Lane,Oklahoma Department of Environmental Quality,401430178,840401430178
1503,-95.6739,30.0394,2019-06-17T23:00,OZONE,PPB,,50,1,Northwest Harris Co. C26/C110/C154,Texas Commission on Environmental Quality,482010029,840482010029
1504,-95.6358,29.7233,2019-06-17T23:00,OZONE,PPB,,58,2,Houston Westhollow C410,Texas Commission on Environmental Quality,482010066,840482010066
1505,-95.4992,29.6958,2019-06-17T23:00,OZONE,PPB,,122,3,Houston Bayland Park C53/C146/C181,Texas Commission on Environmental Quality,482010055,840482010055
1506,-95.4892,29.8342,2019-06-17T23:00,OZONE,PPB,,133,3,Lang C408,Texas Commission on Environmental Quality,482010047,840482010047
1507,-95.4742,29.6239,2019-06-17T23:00,OZONE,PPB,,93,2,Houston Croquet C409,Texas Commission on Environmental Quality,482010051,840482010051
1508,-95.4736,29.0436,2019-06-17T23:00,OZONE,PPB,,44,1,Lake Jackson C1016,Texas Commission on Environmental Quality,480391016,840480391016
1509,-95.425,30.3503,2019-06-17T23:00,OZONE,PPB,,77,2,Conroe Relocated C78,Texas Commission on Environmental Quality,483390078,840483390078
1510,-95.425,30.3503,2019-06-17T23:00,PM2.5,UG/M3,,20,1,Conroe Relocated C78,Texas Commission on Environmental Quality,483390078,840483390078
1511,-95.415751,32.344008,2019-06-17T23:00,OZONE,PPB,,44,1,Tyler Airport Relocated C82,Texas Commission on Environmental Quality,484230007,840484230007
1512,-95.3925,29.5203,2019-06-17T23:00,OZONE,PPB,,58,2,Manvel Croix Park C84,Texas Commission on Environmental Quality,480391004,840480391004
1513,-95.3261,29.9011,2019-06-17T23:00,OZONE,PPB,,174,4,Houston Aldine C8,Texas Commission on Environmental Quality,482010024,840482010024
1514,-95.294724,29.68639,2019-06-17T23:00,OZONE,PPB,,100,2,Houston Park Place C416,Texas Commission on Environmental Quality,482010416,840482010416
1515,-95.2672,29.6256,2019-06-17T23:00,OZONE,PPB,,61,2,Houston Monroe C406,Texas Commission on Environmental Quality,482010062,840482010062
1516,-95.2575,29.7339,2019-06-17T23:00,OZONE,PPB,,115,3,Clinton C403,Texas Commission on Environmental Quality,482011035,840482011035
1517,-95.2575,29.7339,2019-06-17T23:00,PM2.5,UG/M3,,56,2,Clinton C403,Texas Commission on Environmental Quality,482011035,840482011035
1518,-95.25,36.228298,2019-06-17T23:00,OZONE,PPB,,34,1,PRYOR,Cherokee Nation,400979014,840400979014
1519,-95.2206,29.7681,2019-06-17T23:00,OZONE,PPB,,154,4,Houston East C1,Texas Commission on Environmental Quality,482011034,840482011034
1520,-95.2206,29.7681,2019-06-17T23:00,PM2.5,UG/M3,,49,1,Houston East C1,Texas Commission on Environmental Quality,482011034,840482011034
1521,-95.128508,29.670025,2019-06-17T23:00,OZONE,PPB,,108,3,Houston Deer Park C35,Texas Commission on Environmental Quality,482011039,840482011039
1522,-95.128508,29.670025,2019-06-17T23:00,PM2.5,UG/M3,,28,1,Houston Deer Park C35,Texas Commission on Environmental Quality,482011039,840482011039
1523,-95.1256,29.8025,2019-06-17T23:00,OZONE,PPB,,154,4,Channelview C15,Texas Commission on Environmental Quality,482010026,840482010026
1524,-95.0781,29.7644,2019-06-17T23:00,OZONE,PPB,,156,4,Lynchburg Ferry C1015,Texas Commission on Environmental Quality,482011015,840482011015
1525,-95.0156,29.5831,2019-06-17T23:00,OZONE,PPB,,97,2,Seabrook Friendship Park C45,Texas Commission on Environmental Quality,482011050,840482011050
1526,-95.0156,29.5831,2019-06-17T23:00,PM2.5,UG/M3,,23,1,Seabrook Friendship Park C45,Texas Commission on Environmental Quality,482011050,840482011050
1527,-94.983786,29.823319,2019-06-17T23:00,OZONE,PPB,,172,4,Baytown Garth C1017,Texas Commission on Environmental Quality,482011017,840482011017
1528,-94.8564,29.2631,2019-06-17T23:00,OZONE,PPB,,47,1,Galveston Airport C1034,Texas Commission on Environmental Quality,481671034,840481671034
1529,-94.711811,32.378682,2019-06-17T23:00,OZONE,PPB,,42,1,Longview C19/C127,Texas Commission on Environmental Quality,481830001,840481830001
1530,-94.6739,30.6681,2019-06-17T23:00,OZONE,PPB,,35,1,Alabama-Coushatta,EPA Office of Atmospheric Programs,483739991,840483739991
1531,-94.669701,35.750599,2019-06-17T23:00,OZONE,PPB,,41,1,STILWELL CASTNET & NCORE,Cherokee Nation,400019009,840400019009
1532,-94.669701,35.750599,2019-06-17T23:00,PM2.5,UG/M3,,-999,0,STILWELL CASTNET & NCORE,Cherokee Nation,400019009,840400019009
1533,-94.524414,35.408138,2019-06-17T23:00,OZONE,PPB,,42,1,ROLAND,Cherokee Nation,401359021,840401359021
1534,-94.524414,35.408138,2019-06-17T23:00,PM2.5,UG/M3,,-999,0,ROLAND,Cherokee Nation,401359021,840401359021
1535,-94.3178,29.863952,2019-06-17T23:00,OZONE,PPB,,43,1,Hamshire C64,Texas Commission on Environmental Quality,482450022,840482450022
1536,-94.3178,29.863952,2019-06-17T23:00,PM2.5,UG/M3,,13,1,Hamshire C64,Texas Commission on Environmental Quality,482450022,840482450022
1537,-94.1681,32.6706,2019-06-17T23:00,OZONE,PPB,,44,1,Karnack C85,Texas Commission on Environmental Quality,482030002,840482030002
1538,-94.1681,32.6706,2019-06-17T23:00,PM2.5,UG/M3,,31,1,Karnack C85,Texas Commission on Environmental Quality,482030002,840482030002
1539,-94.167436,36.011703,2019-06-17T23:00,OZONE,PPB,,39,1,Fayetteville,Arkansas Department of Environmental Quality,51430006,840051430006
1540,-94.1433,34.4544,2019-06-17T23:00,OZONE,PPB,,32,1,EAGLEMT,Arkansas Department of Environmental Quality,51130003,840051130003
1541,-94.1167,36.1797,2019-06-17T23:00,OZONE,PPB,,42,1,SPRNGDLE,Arkansas Department of Environmental Quality,51430005,840051430005
1542,-94.1167,36.1797,2019-06-17T23:00,PM2.5,UG/M3,,30,1,SPRNGDLE,Arkansas Department of Environmental Quality,51430005,840051430005
1543,-94.075671,33.435489,2019-06-17T23:00,PM2.5,UG/M3,,22,1,Texarkana New Boston,Texas Commission on Environmental Quality,480371031,840480371031
1544,-94.0747,30.0394,2019-06-17T23:00,OZONE,PPB,,31,1,Beaumont C2/C112,Texas Commission on Environmental Quality,482450009,840482450009
1545,-94.0111,29.9786,2019-06-17T23:00,OZONE,PPB,,31,1,Nederland C1035,Texas Commission on Environmental Quality,482451035,840482451035
1546,-94.0006,29.9425,2019-06-17T23:00,OZONE,PPB,,38,1,SETRPC 43 Jefferson Co Airport C643,Texas Commission on Environmental Quality,482450102,840482450102
1547,-93.9875,29.8942,2019-06-17T23:00,OZONE,PPB,,34,1,Port Arthur West C28/C128/C228,Texas Commission on Environmental Quality,482450011,840482450011
